,id,Name,Year,Rating,tags
1633,1633,Out of Africa,1985,7.1,"sydney pollack meryl streep robert redford klau maria brandauer michael kitchen biography, drama, romanc in 20th-centuri coloni kenya, a danish baroness/plant owner ha a passion love affair with a free-spirit big-gam hunter."
1634,1634,The Silent Partner,1978,7.4,"daryl duke curti hanson elliott gould christoph plummer susannah york céline lomez comedy, crime, drama a timid bank teller anticip a bank robberi and steal the money himself befor the crook arrives. when the sadist crook realiz he' been fooled, he track down the teller and engag him in a cat-and-mous chase for the cash."
1635,1635,Little Shop of Horrors,1986,7.1,"frank oz rick morani ellen green vincent gardenia levi stubb comedy, horror, music a nerdi florist find hi chanc for success and romanc with the help of a giant man-eat plant who demand to be fed."
1636,1636,The Honeymoon Killers,1970,7,"leonard kastl donald volkman shirley stoler toni lo bianco mari jane higbi dori robert crime, drama, romanc an obese, embitt nurs doesn't mind if her toupee-wear boyfriend romanc and fleec other women, as long as he take her along on hi con jobs."
1637,1637,The Jungle Book,1967,7.6,"wolfgang reitherman phil harri sebastian cabot loui prima bruce reitherman animation, adventure, comedi bagheera the panther and baloo the bear have a difficult time tri to convinc a boy to leav the jungl for human civilization."
1638,1638,Fantozzi,1975,7.9,"luciano salc paolo villaggio anna mazzamauro gigi reder giusepp anatrelli comedi a good-natur but unlucki italian is constantli get into difficult situations, but never lose hi posit mood."
1639,1639,Mad Max: Fury Road,2015,8.1,"georg miller tom hardi charliz theron nichola hoult zoë kravitz action, adventure, sci-fi in a post-apocalypt wasteland, a woman rebel against a tyrann ruler in search for her homeland with the aid of a group of femal prisoners, a psychot worship and a drifter name max."
1640,1640,The Incident,1967,7.6,"larri peerc toni musant martin sheen beau bridg brock peter crime, drama, thriller late one night, two young tough hold hostag the passeng in one car of a new york subway train."
1641,1641,"Steamboat Bill, Jr.",1928,7.8,"charl reisner buster keaton buster keaton tom mcguir ernest torrenc tom lewi action, comedy, drama the effet son of a cantanker riverboat captain come to join hi father' crew."
1642,1642,Targets,1968,7.3,"peter bogdanovich tim o'kelli bori karloff nanci hsueh jame brown crime, drama, thriller an age horror star question hi place in modern hollywood, while a disturb young man goe on a kill spree."
1643,1643,Love Letter,1995,7.9,"shunji iwai miho nakayama etsushi toyokawa bunjaku han katsuyuki shinohara drama, romanc when exchang letter two women discov new thing about a man they knew."
1644,1644,Henry V,1989,7.5,"kenneth branagh kenneth branagh derek jacobi simon shepherd jame larkin biography, drama, histori in the midst of the hundr year war, the young king henri v of england embark on the conquest of franc in 1415."
1645,1645,The Long Gray Line,1955,7.2,"john ford tyron power maureen o'hara robert franci donald crisp biography, comedy, drama in 1898, irish immigr martin maher is hire as a civilian employe at west point where, dure a 50-year career, he rise to the rank of nco and instructor."
1646,1646,Charley Varrick,1973,7.5,"don siegel walter matthau joe don baker felicia farr andrew robinson crime, drama, thriller a man, hi wife and their friend stage a bloodi bank robberi without realiz they are steal from the mob."
1647,1647,Born on the Fourth of July,1989,7.2,"oliv stone tom cruis bryan larkin raymond j. barri carolin kava biography, drama, war the biographi of <a href=""/name/nm0468407"">ron kovic</a>. paralyz in the vietnam war, he becom an anti-war and pro-human right polit activist after feel betray by the countri for which he fought."
1648,1648,I Walked with a Zombie,1943,7,"jacqu tourneur franc dee tom conway jame ellison edith barrett drama, fantasy, horror a nurs is hire to care for the wife of a sugar plantat owner, who ha been act strangely, on a caribbean island."
1649,1649,The Greatest Show on Earth,1952,6.5,"cecil b. demil jame stewart charlton heston betti hutton cornel wild drama, family, romanc the dramat live of trapez artists, a clown, and an eleph trainer are told against a background of circu spectacle."
1650,1650,The Promise,1996,7.7,"jean-pierr dardenn luc dardenn jérémie renier olivi gourmet assita ouedraogo jean-michel balthazar drama roger use hi son igor to ruthlessli traffic and exploit undocu immigrants. when one of the immigr is killed, igor is guilt-ridden and want to care for the dead man' famili against hi father' orders."
1651,1651,Wheel of Fortune and Fantasy,2021,7.5,"ryûsuk hamaguchi koton furukawa ayumu nakajima hyunri kiyohiko shibukawa drama, romanc an unexpect love triangle, a fail seduct trap and an encount that result from a misunderstanding, told in three movement to depict three femal charact and trace the trajectori between their choic and regrets."
1652,1652,The Power of the Dog,2021,6.8,"jane campion benedict cumberbatch kirsten dunst jess plemon kodi smit-mcphe drama, western charismat rancher phil burbank inspir fear and awe in those around him. when hi brother bring home a new wife and her son, phil torment them until he find himself expos to the possibl of love."
1653,1653,Made in Hong Kong,1997,7.5,"fruit chan sam lee neiki hui-chi yim wender li ka-chuen tam comedy, crime, drama autumn moon (sam lee), a low-rent triad live in hong kong, struggl to find mean in hi hopelessli violent existence."
1654,1654,This Land Is Mine,1943,7.5,"jean renoir charl laughton maureen o'hara georg sander walter slezak drama, war a mild-mann school teacher in a german-occupi town dure world war ii find himself torn between collabor and resistance."
1655,1655,The Big Clock,1948,7.6,"john farrow ray milland maureen o'sullivan charl laughton georg macreadi crime, drama, film-noir a magazin tycoon commit a murder and pin it on an innoc man, who then tri to solv the murder himself."
1656,1656,Sudden Fear,1952,7.5,"david miller joan crawford jack palanc gloria graham bruce bennett film-noir, thriller after an ambiti actor insinu himself into the life of a wealthi middle-ag playwright and marri her, he plot with hi mistress to murder her."
1657,1657,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,2013,8.3,"yôichi fujita tomokazu sugita daisuk sakaguchi rie kugimiya tsutomu isob animation, action, comedi gintoki travel into the futur and discov it to be a wasteland with hi friend fallen apart. he reunit them to find out what went wrong and how to fix things."
1658,1658,Lancelot of the Lake,1974,6.9,"robert bresson luc simon laura duke condomina humbert balsan vladimir antolek-oresek drama, fantasy, romanc king arthur learn that hi wife, queen guinevere, ha been have an affair with lancelot, who at the same time remain loyal to the king, particularli after arthur' traitor nephew mordr commit an attempt on hi life."
1659,1659,Twelve Chairs,1971,8.2,"leonid gaidai archil gomiashvili sergey filippov mikhail pugovkin glikeriya bogdanova-chesnokova adventure, comedy, crime two gentlemen of fortun from the time of imperi russia are look for an uncount treasur at the dawn of the soviet union age."
1660,1660,The Dresser,1983,7.5,peter yate albert finney tom courtenay edward fox zena walker drama person assist norman struggl to get deterior veteran actor sir through a difficult perform of king lear.
1661,1661,Nine Queens,2000,7.9,"fabián bielinski ricardo darín gastón paul graciela tenenbaum maría merced villagra crime, drama, thriller two con artist tri to swindl a stamp collector by sell him a sheet of counterfeit rare stamp (the ""nine queens"")."
1662,1662,Argo,2012,7.7,"ben affleck ben affleck bryan cranston john goodman alan arkin biography, drama, thriller act under the cover of a hollywood produc scout a locat for a scienc fiction film, a cia agent launch a danger oper to rescu six american in tehran dure the u.s. hostag crisi in iran in 1979."
1663,1663,Black Swan,2010,8,"darren aronofski natali portman mila kuni vincent cassel winona ryder drama, thriller nina is a talent but unstabl ballerina on the verg of stardom. push to the break point by her artist director and a seduct rival, nina' grip on realiti slips, plung her into a wake nightmare."
1664,1664,Body and Soul,1947,7.6,"robert rossen john garfield lilli palmer hazel brook ann rever drama, film-noir, sport a talent boxer' young career hit difficult terrain when an uneth promot take interest in him."
1665,1665,A Nightmare on Elm Street,1984,7.4,"we craven heather langenkamp johnni depp robert englund john saxon horror teenag nanci thompson must uncov the dark truth conceal by her parent after she and her friend becom target of the spirit of a serial killer with a blade glove in their dreams, in which if they die, it kill them in real life."
1666,1666,Wise Blood,1979,6.9,"john huston brad dourif john huston dan shor harri dean stanton comedy, drama fresh out of the army, hazel mote attempt to open the first church without christ in the small town of taulkinham."
1667,1667,An Angel at My Table,1990,7.4,"jane campion kerri fox alexia keogh karen fergusson iri churn biography, drama janet frame wa a brilliant child who, as a teen, wa misdiagnos with schizophrenia. explor janet' discoveri of the world and her life in europ as her book are publish to acclaim."
1668,1668,Courier,1986,7.8,"karen shakhnazarov fyodor dunayevski anastasiya nemolyaeva oleg basilashvili inna churikova comedy, drama, romanc the stori of a teenag boy in time of the comun fall in the soviet union."
1669,1669,Head-On,2004,7.9,"fatih akin birol ünel sibel kekilli güven kiraç zarah jane mckenzi drama, romanc with the intent to break free from the strict famili restrictions, a suicid young woman set up a marriag of conveni with a forty-year-old addict, an act that will lead to an outburst of enviou love."
1670,1670,Songs from the Second Floor,2000,7.5,"roy andersson lar nordh stefan larsson bengt c.w. carlsson torbjörn fahlström comedy, drama where are we human going? a film poem inspir by the peruvian poet césar vallejo. we meet peopl in the city. peopl tri to communicate, search compass and get the connect of small and larg things."
1671,1671,The Steel Helmet,1951,7.4,"samuel fuller gene evan robert hutton steve brodi jame edward action, drama, war a ragtag group of american straggler battl against superior communist troop in an abandon buddhist templ dure the korean war."
1672,1672,Manufacturing Consent: Noam Chomsky and the Media,1992,8.1,"mark achbar peter wintonick noam chomski mark achbar karin aguilar-san juan paul andrew documentary, biography, war a film about the note american linguist/polit dissid and hi warn about corpor media' role in modern propaganda."
1673,1673,Mississippi Burning,1988,7.8,"alan parker gene hackman willem dafo franc mcdormand brad dourif crime, drama, mysteri two f.b.i. agent with wildli differ style arriv in mississippi to investig the disappear of some civil right activists."
1674,1674,Full Metal Jacket,1987,8.3,"stanley kubrick matthew modin r. lee ermey vincent d'onofrio adam baldwin drama, war a pragmat u.s. marin observ the dehuman effect the vietnam war ha on hi fellow recruit from their brutal boot camp train to the bloodi street fight in hue."
1675,1675,Road to Morocco,1942,7,"david butler bing crosbi bob hope dorothi lamour anthoni quinn adventure, comedy, famili two carefre castaway on a desert shore find an arabian night city, where they compet for the lusciou princess shalmar."
1676,1676,Her,2013,8,"spike jonz joaquin phoenix ami adam scarlett johansson rooney mara drama, romance, sci-fi in a near future, a lone writer develop an unlik relationship with an oper system design to meet hi everi need."
1677,1677,Innocence,1997,8.1,zeki demirkubuz güven kiraç haluk bilgin derya alabora yalcin cakmak drama yusuf is releas from prison after serv a ten-year sentence. he is scare of life outsid as he goe to an address given to him by anoth prisoner.
1678,1678,The Night of the Iguana,1964,7.6,john huston richard burton ava gardner deborah kerr sue lyon drama an ostrac episcop clergyman lead a busload of middle-ag baptist women on a tour of the mexican coast and come to term with the failur haunt hi life.
1679,1679,Satya,1998,8.3,"ram gopal varma j.d. chakravarthi manoj bajpaye urmila matondkar paresh rawal action, crime, drama an innoc man is embroil in underworld after be fals charg and set out to punish the perpetr who subject hi life to misery."
1680,1680,Vive L'Amour,1994,7.4,"tsai ming-liang chen chao-jung kang-sheng lee kuei-mei yang lu yi-ch drama, romanc three lone young denizen of taipei unknowingli share an apart use for sexual trysts."
1681,1681,Unfinished Piece for the Player Piano,1977,7.7,"nikita mikhalkov aleksandr kalyagin elena solovey evgeniya glushenko antonina shuranova drama in imperi russia, the nobil ha it own entertainments, disput and worries."
1682,1682,Marriage Italian Style,1964,7.4,"vittorio de sica sophia loren marcello mastroianni aldo puglisi tecla scarano comedy, drama, romanc wealthi businessman domenico and penniless prostitut filumena share a larg part of their live in post-wwii italy."
1683,1683,The Devil and Miss Jones,1941,7.6,"sam wood jean arthur robert cum charl coburn edmund gwenn comedy, romanc a tycoon goe undercov to ferret out agit at a depart store, but get involv in their live instead."
1684,1684,The Son,2002,7.5,"jean-pierr dardenn luc dardenn olivi gourmet morgan marinn isabella soupart nassim hassaïni drama, mysteri a joineri instructor at a rehab center refus to take a new teen as hi apprentice, but then begin to follow the boy through the hallway and streets."
1685,1685,Fight Club,1999,8.8,david fincher brad pitt edward norton meat loaf zach grenier drama an insomniac offic worker and a devil-may-car soap maker form an underground fight club that evolv into much more.
1686,1686,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,7.8,"daisuk nishio hirotoshi rissen leiji matsumoto kazuhisa takenouchi romanthoni thoma bangalt animation, adventure, music a continu of the stori told in the daft punk music video ""one more time,"" ""aerodynamic,"" ""digit love,"" and ""harder, better, faster, stronger."""
1687,1687,Another Round,2020,7.7,thoma vinterberg mad mikkelsen thoma bo larsen magnu millang lar ranth drama four high-school teacher consum alcohol on a daili basi to see how it affect their social and profession lives.
1688,1688,Last Tango in Paris,1972,6.9,"bernardo bertolucci marlon brando maria schneider maria michi giovanna galletti drama, romanc a young parisian woman meet a middle-ag american businessman who demand their clandestin relationship be base onli on sex."
1689,1689,Nebraska,2013,7.7,"alexand payn bruce dern will fort june squibb bob odenkirk drama an aging, booze-addl father make the trip from montana to nebraska with hi estrang son in order to claim a million-dollar mega sweepstak market prize."
1690,1690,Orlando,1992,7.1,"salli potter tilda swinton billi zane quentin crisp jimmi somervil biography, drama, fantasi after queen elizabeth i command him not to grow old, a young nobleman struggl with love and hi place in the world."
1691,1691,5 Fingers,1952,7.6,"joseph l. mankiewicz jame mason daniel darrieux michael renni walter hampden crime, drama, mysteri dure wwii the valet to the british ambassador to ankara sell british secret to the german while tri to romanc a refuge polish countess."
1692,1692,13th,2016,8.2,"ava duvernay melina abdullah michel alexand cori booker dolor canal documentary, crime, histori an in-depth look at the prison system in the unit state and how it reveal the nation' histori of racial inequality."
1693,1693,Sons of the Desert,1933,7.5,"william a. seiter stan laurel oliv hardi charley chase mae busch comedy, famili when stan and olli trick their wive into think that they are take a medicin cruis while they'r actual go to a convention, the wive find out the truth the hard way."
1694,1694,A Scene at the Sea,1991,7.5,"takeshi kitano claud maki hiroko ôshima sabu kawahara toshizo fujiwara comedy, drama, romanc the live of a young, hearing-impair and gloomi coupl are fulfil after the boy hold interest in surfboarding."
1695,1695,Mishima: A Life in Four Chapters,1985,7.9,"paul schrader ken ogata masayuki shionoya hiroshi mikami junya fukuda biography, drama a fiction account in four chapter of the life of celebr japanes writer <a href=""/name/nm0592758"">yukio mishima</a>."
1696,1696,The Grand Budapest Hotel,2014,8.1,"we anderson ralph fienn f. murray abraham mathieu amalr adrien brodi adventure, comedy, crime a writer encount the owner of an age high-class hotel, who tell him of hi earli year serv as a lobbi boy in the hotel' gloriou year under an except concierge."
1697,1697,Harry Potter and the Prisoner of Azkaban,2004,7.9,"alfonso cuarón daniel radcliff emma watson rupert grint richard griffith adventure, family, fantasi harri potter, ron and hermion return to hogwart school of witchcraft and wizardri for their third year of study, where they delv into the mysteri surround an escap prison who pose a danger threat to the young wizard."
1698,1698,The Woman in the Window,1944,7.6,"fritz lang edward g. robinson joan bennett raymond massey edmund breon crime, drama, film-noir when a conserv middl age professor engag in a relationship with a femm fatale, he' plung into a nightmarish world of blackmail and murder."
1699,1699,Trial on the Road,1986,7.9,"aleksey german rolan bykov anatoliy solonitsyn vladimir zamanskiy oleg borisov drama, war a soviet pow join the partisan guerrilla and prove hi loyalti fight the germans."
1700,1700,The Duellists,1977,7.4,"ridley scott keith carradin harvey keitel albert finney edward fox drama, war france, 1801. due to a minor perceiv slight, mild-mann lieuten d'hubert is forc into a duel with hot-head irrat lieuten feraud. the disagr ultim result in score of duel span sever years."
1701,1701,Home from the Hill,1960,7.4,"vincent minnelli robert mitchum eleanor parker georg peppard georg hamilton drama, romanc dramat stori of the influenti hunnicutt famili set in texa dure the late 1950s."
1702,1702,Street Angel,1928,7.3,frank borzag janet gaynor charl farrel natali kingston henri armetta drama a woman on the run from the law find her past catch up to her just as she is on the verg of true happiness.
1703,1703,Vera Drake,2004,7.6,"mike leigh imelda staunton jim broadbent heather craney richard graham crime, drama abortionist vera drake find her belief and practic clash with the more of 1950 britain--a conflict that lead to tragedi for her family."
1704,1704,The Mystery of Picasso,1956,7.6,"henri-georg clouzot pablo picasso henri-georg clouzot claud renoir documentary, biography, histori a film record of pablo picasso paint numer canvas for the camera, allow us to see hi creativ process at work."
1705,1705,The Breakfast Club,1985,7.8,"john hugh emilio estevez judd nelson molli ringwald alli sheedi comedy, drama five high school student meet in saturday detent and discov how they have a great deal more in common than they thought."
1706,1706,The Scent of Green Papaya,1993,7.3,"anh hung tran nu yên-khê tran man san lu thi loc truong anh hoa nguyen drama, music, romanc a vietnames servant girl, mui, observ live within two differ saigon families: the first, a woman textil seller with three boy and a frequent absent husband; the second, a handsom young pianist with hi fiancée."
1707,1707,The Color of Paradise,1999,8.1,"majid majidi hossein mahjoub mohsen ramezani salameh feyzi farahnaz safari drama, famili the stori of mohammed, a blind iranian boy and hi father, hashem, who is alway oscil between accept hi son as he is and abandon him, as he repres a burden for him, after the loss of hi wife."
1708,1708,Uncle Boonmee Who Can Recall His Past Lives,2010,6.7,"apichatpong weerasethakul thanapat saisaymar jenjira pongpa sakda kaewbuade natthakarn aphaiwonk drama, fantasi die of kidney disease, a man spend hi last, somber day with family, includ the ghost of hi wife and a forest spirit who use to be hi son, on a rural northern thailand farm."
1709,1709,"Goodbye, Dragon Inn",2003,7.1,"tsai ming-liang kang-sheng lee shiang-chyi chen kiyonobu mitamura chun shih drama, comedi on a dark, wet night a histor and regal chines cinema see it final film. togeth with a small hand of soul they bid ""goodbye, dragon inn""."
1710,1710,Heroes of the East,1978,7.5,"chia-liang liu chia-hui liu yuka mizuno yasuaki kurata naozo kato action, comedi a chines man (liu) marri a japanes woman through an arrang marriag and manag to insult all of her japanes martial art famili by issu a challeng to her that is misinterpret ... <a href=""/title/tt0080172/plotsummary"">se full summary</a> »"
1711,1711,Lilies of the Field,1963,7.5,ralph nelson sidney poitier lilia skala lisa mann isa crino drama a travel handyman becom the answer to the prayer of nun who wish to build a chapel in the desert.
1712,1712,Blast of Silence,1961,7.4,"allen baron allen baron molli mccarthi larri tucker peter clune crime, drama, thriller a hire killer from cleveland ha a job to do on a second-str mob boss in new york, but a special girl from hi past and a gun dealer with pet rat get in hi way."
1713,1713,Summer Interlude,1951,7.5,"ingmar bergman maj-britt nilsson birger malmsten alf kjellin annalisa ericson drama, romanc a lone woman recal her first love thirteen year prior dure a brief summer vacation."
1714,1714,Once Upon a Time in Anatolia,2011,7.8,"nuri bilg ceylan muhammet uzun yilmaz erdogan taner birsel ahmet mümtaz taylan crime, drama, thriller a group of men set out in search of a dead bodi in the anatolian steppes."
1715,1715,Mandela,2021,8.4,"madonn ashwin yogi babu sheela rajkumar sangili murugan mukesh comedy, drama a local barber' fate turn overnight when he becom the singl decid vote in the villag elections."
1716,1716,Separate Tables,1958,7.4,"delbert mann rita hayworth deborah kerr david niven burt lancast drama, romanc the stori of sever peopl are told as they stay at a seasid hotel in bournemouth which featur dine at ""separ tables."""
1717,1717,Life Is Beautiful,1997,8.6,"roberto benigni roberto benigni nicoletta braschi giorgio cantarini giustino durano comedy, drama, romanc when an open-mind jewish waiter and hi son becom victim of the holocaust, he use a perfect mixtur of will, humor and imagin to protect hi son from the danger around their camp."
1718,1718,Kolya,1996,7.7,"jan sverák zdenek sverák andrey khalimon libus safránková ondrej vetchý comedy, drama, music a confirm bachelor is in for the surpris of hi life when a get-rich-quick scheme backfir and leav him with a pint-siz new roommate."
1719,1719,Deep End,1970,7.2,"jerzi skolimowski jane asher john moulder-brown karl michael vogler christoph sandford comedy, drama, romanc 15-year-old dropout mike take a job at newford baths, where inappropri sexual behaviour abounds, and becom obsess with hi cowork susan."
1720,1720,The Mark of Zorro,1940,7.5,"rouben mamoulian tyron power linda darnel basil rathbon gale sondergaard action, adventure, famili a young spanish aristocrat must masquerad as a fop in order to maintain hi secret ident of zorro as he restor justic to earli california."
1721,1721,Women in Love,1969,7.1,"ken russel alan bate oliv reed glenda jackson jenni linden drama, romanc two best friend fall in love with a pair of women, but the relationship soon go in veri differ directions."
1722,1722,John Wick: Chapter 4,2023,7.7,"chad stahelski keanu reev laurenc fishburn georg georgiou lanc reddick action, crime, thriller john wick uncov a path to defeat the high table. but befor he can earn hi freedom, wick must face off against a new enemi with power allianc across the globe and forc that turn old friend into foes."
1723,1723,Crooks in Clover,1963,7.7,"georg lautner lino ventura bernard blier franci blanch claud rich action, comedy, crime a die mob boss hand over hi busi to an old friend, fernand. the boss' assist want to get rid of the latter. but are the volfoni brother and théo real threats? ensu fight and shootout are more comic than deadly."
1724,1724,Collective,2019,8.1,"alexand nanau dan alexandru condrea liviu iolu razvan lutac mirela neag documentary, crime director alexand nanau follow a crack team of investig at the romanian newspap gazeta sporturilor as they tri to uncov a vast health-car fraud that enrich mogul and politician and led to the death of innoc citizens."
1725,1725,Husbands,1970,7.1,"john cassavet ben gazzara peter falk john cassavet jenni runacr comedy, drama after the death of a common friend, three marri men leav their live together, seek pleasur and freedom and ultim leav for london."
1726,1726,La La Land,2016,8,"damien chazel ryan gosl emma stone rosemari dewitt j.k. simmon comedy, drama, music while navig their career in lo angeles, a pianist and an actress fall in love while attempt to reconcil their aspir for the future."
1727,1727,The Killing of a Chinese Bookie,1976,7.3,"john cassavet ben gazzara timothi carey seymour cassel robert phillip crime, drama, thriller a proud strip club owner is forc to come to term with himself as a man when hi gambl addict get him in hot water with the mob, who offer him onli one alternative."
1728,1728,Great Freedom,2021,7.5,"sebastian meis franz rogowski georg friedrich anton von luck thoma prenn drama in post-war germany, liber by the alli doe not mean freedom for everyone. han is repeatedli imprison under paragraph 175, which crimin homosexuality. over the decades, he develop an unlik bond with hi cellmat viktor."
1729,1729,Broadway Danny Rose,1984,7.4,"woodi allen woodi allen mia farrow nick apollo fort sandi baron comedi in hi attempt to reconcil a loung singer with hi mistress, a hapless talent agent is mistaken as her lover by a jealou gangster."
1730,1730,Paradise Lost: The Child Murders at Robin Hood Hills,1996,8.2,"joe berling bruce sinofski toni brook diana davi terri wood dick clay documentary, crime a horrif tripl child murder lead to an indict and trial of three nonconformist boy base on question evidence."
1731,1731,Gimme Shelter,1970,7.8,"albert maysl david maysl charlott zwerin mick jagger keith richard mick taylor charli watt documentary, music, thriller when three hundr thousand member of the love gener collid with a few dozen hell angel at san francisco' altamont speedway, the bloodi slash that transform a decade' dream into disillusion wa immort on thi film."
1732,1732,The Circle,2000,7.4,jafar panahi maryiam palvin almani nargess mamizadeh mojgan faramarzi elham saboktakin drama variou women struggl to function in the oppress sexist societi of contemporari iran.
1733,1733,The Wrestler,2008,7.9,"darren aronofski mickey rourk marisa tomei evan rachel wood mark margoli drama, sport a fade profession wrestler must retire, but find hi quest for a new life outsid the ring a dispirit struggle."
1734,1734,About Elly,2009,7.9,"asghar farhadi taraneh alidoosti golshifteh farahani shahab hosseini merila zare'i drama, mysteri the mysteri disappear of a kindergarten teacher dure a picnic in the north of iran is follow by a seri of misadventur for her fellow travelers."
1735,1735,King of the Doormen,1976,8.4,"zeki ökten kemal sunal sevda ferdag bilg zobu sevket altug comedy, drama a janitor/doorman and hi famili who came to ""big city"" istanbul, with the hope to live a better life. with the differ charact live in the building, the stori evolv around the ... <a href=""/title/tt0252591/plotsummary"">se full summary</a> »"
1736,1736,Metropolitan,1989,7.3,"whit stillman carolyn farina edward clement chri eigeman taylor nichol comedy, drama, romanc a group of young upper-class manhattanit are blith pass through the gala debutant season, when an unusu outsid join them and stir them up."
1737,1737,HyperNormalisation,2016,8.2,"adam curti adam curti donald trump vladimir putin victor gotbaum documentari adam curti explain how, at a time of confus and inexplic world events, politician and the peopl they repres have retreat in to a damag over-simplifi version of what is happening."
1738,1738,Alphaville,1965,7,"jean-luc godard eddi constantin anna karina akim tamiroff valéri boisgel drama, mystery, sci-fi a u.s. secret agent is sent to the distant space citi of alphavil where he must find a miss person and free the citi from it tyrann ruler."
1739,1739,Gangs of Wasseypur,2012,8.2,"anurag kashyap manoj bajpaye nawazuddin siddiqui tigmanshu dhulia richa chadha action, comedy, crime a clash between sultan and shahid khan lead to the expuls of khan from wasseypur, and ignit a deadli blood feud span three generations."
1740,1740,Mediterraneo,1991,7.4,"gabriel salvator diego abatantuono claudio bigagli giusepp cederna claudio bisio comedy, drama, war in ww2, an italian armi unit of misfit occupi an isol non-strateg greek island for the durat of the war."
1741,1741,Topsy-Turvy,1999,7.3,"mike leigh jim broadbent allan cordun dexter fletcher suki smith biography, comedy, drama set in the 1880s, the stori of how, dure a creativ dri spell, the partnership of the legendari musical/theatr writer gilbert and sullivan almost dissolves, befor they turn it all around and write the mikado."
1742,1742,Apollo 13,I 1995,7.7,"ron howard tom hank bill paxton kevin bacon gari sinis adventure, drama, histori nasa must devis a strategi to return apollo 13 to earth safe after the spacecraft undergo massiv intern damag put the live of the three astronaut on board in jeopardy."
1743,1743,Diner,1982,7.1,"barri levinson steve guttenberg mickey rourk kevin bacon daniel stern comedy, drama a group of college-ag buddi struggl with their immin passag into adulthood in 1959 baltimore."
1744,1744,Howards End,1992,7.4,"jame ivori anthoni hopkin emma thompson vanessa redgrav helena bonham carter drama, romanc set in the earli 20th century, class distinct and troubl relat affect the relationship between two famili and the ownership of a cherish british estat known as howard end."
1745,1745,Ed Wood,1994,7.8,"tim burton johnni depp martin landau sarah jessica parker patricia arquett biography, comedy, drama ambiti but troubl movi director <a href=""/name/nm0000248"">edward d. wood jr.</a> tri hi best to fulfil hi dream despit hi lack of talent."
1746,1746,The Collector,1965,7.5,"william wyler terenc stamp samantha eggar mona washbourn mauric dallimor drama, thriller a man kidnap a woman and hold her hostag just for the pleasur of have her there."
1747,1747,Happening,2021,7.4,"audrey diwan anamaria vartolomei kacey mottet klein luàna bajrami louis orry-diquéro drama an adapt of anni ernaux' novel of the same name, look back on her experi with abort when it wa still illeg in franc in the 1960s."
1748,1748,The Vanishing,1988,7.7,"georg sluizer bernard-pierr donnadieu gene bervoet johanna ter steeg gwen eckhau mystery, thriller rex and saskia, a young coupl in love, are on vacation. they stop at a busi servic station and saskia is abducted. after three year and no sign of saskia, rex begin receiv letter from the abductor."
1749,1749,The Incredible Journey,1963,7,"fletcher markl émile genest john draini tommi tweed sandra scott adventure, drama, famili two dog and a cat set off on a treacher 200-mile journey toward home."
1750,1750,Whistle Down the Wind,1961,7.6,"bryan forb alan bate bernard lee hayley mill norman bird crime, drama when an injur wife murder take refug on a remot lancashir farm, the owner' three children mistakenli believ him to be the second come of christ."
1751,1751,Waiting for the Hearse,1985,8,alejandro doria lui brandoni china zorrilla antonio gasalla julio de grazia comedi each member of thi famili tri to endors someon els to care for the old mother.
1752,1752,Fallen Angels,1995,7.6,"kar-wai wong leon lai michel rei takeshi kaneshiro charli yeung comedy, crime, drama thi hong kong-set crime drama follow the live of a hitman, hope to get out of the business, and hi elus femal partner."
1753,1753,Jaane Bhi Do Yaaro,1983,8.3,"kundan shah naseeruddin shah ravi baswani bhakti barv satish shah comedy, crime, drama two photographers, who are employ by a magazin editor to expos the scandal activ of the rich, come across corrupt by a builder and accident photograph a murder."
1754,1754,Julius Caesar,1953,7.2,"joseph l. mankiewicz loui calhern marlon brando jame mason john gielgud drama, histori the grow ambit of juliu caesar is a sourc of major concern to hi close friend brutus. cassiu persuad him to particip in hi plot to assassin caesar but they have both sore underestim mark antony."
1755,1755,El Cid,1961,7.2,"anthoni mann charlton heston sophia loren raf vallon genevièv page biography, drama, histori the fabl spanish hero rodrigo diaz de vivar (a.k.a. el cid) overcom a famili vendetta and court intrigu to defend christian spain against the moors."
1756,1756,The Great McGinty,1940,7.3,"preston sturg brian donlevi muriel angelu akim tamiroff allyn joslyn comedi dan mcginti ha great success in hi chosen field of crook politics, but he endang it all in one crazi moment of honesty."
1757,1757,Fellini Satyricon,1969,6.8,"federico fellini martin potter hiram keller max born salvo randon drama, fantasi a seri of disjoint mythic tale set in first-centuri rome."
1758,1758,Pariyerum Perumal,2018,8.7,"mari selvaraj kathir anandhi yogi babu lijeesh drama a law student from a lower cast begin a friendship with hi classmate, a girl who belong to a higher caste, and the men in her famili start give him troubl over this."
1759,1759,Virunga,2014,8.1,"orlando von einsiedel andré bauma emmanuel de merod mélani goubi rodrigu mugaruka katembo documentary, war a team of brave individu risk their live to protect the last mountain gorillas."
1760,1760,Christiane F.,1981,7.5,"uli edel natja brunckhorst eberhard auriga peggi bussieck lothar chamski biography, drama a teen girl in 1970 berlin becom addict to heroin. everyth in her life slowli begin to distort and disappear as she befriend a small crew of junki and fall in love with a drug-abus male prostitute."
