,id,Name,Year,Rating,tags
3193,3193,Breathless,2008,7.5,"yang ik-joon kkobbi kim hwan lee yang ik-joon jeong-soon park crime, drama a bitter loan shark strike a friendship with a troubl schoolgirl as he face hi own troubl past with hi abus father."
3194,3194,Flying Down to Rio,1933,6.6,"thornton freeland dolor del río gene raymond raul roulien ginger roger comedy, musical, romanc a bandlead woo a latin flame who is alreadi engag to hi employer."
3195,3195,Trading Places,1983,7.5,john landi eddi murphi dan aykroyd ralph bellami don amech comedi a snobbish investor and a wili street con artist find their posit revers as part of a bet by two callou millionaires.
3196,3196,To Die For,1995,6.8,"gu van sant nicol kidman matt dillon joaquin phoenix casey affleck comedy, crime, drama a beauti but naïv aspir televis person film a documentari on teenag with a darker ulterior motive."
3197,3197,Justice League: The Flashpoint Paradox,2013 Video,8.1,"jay oliva justin chamber c. thoma howel michael b. jordan kevin mckidd animation, action, adventur the flash find himself in a war torn altern timelin and team up with altern version of hi fellow hero to return home and restor the timeline."
3198,3198,Marked Woman,1937,7.1,"lloyd bacon michael curtiz bett davi humphrey bogart lola lane isabel jewel crime, film-noir, thriller a crusad district attorney persuad a clip joint hostess to testifi against her mobster boss after her innoc sister is accident murder dure one of hi unsavori parties."
3199,3199,Son of Frankenstein,1939,7.1,"rowland v. lee bori karloff basil rathbon bela lugosi lionel atwil drama, horror, sci-fi return to the ancestr castl long after the death of the monster, the son of dr. frankenstein meet a mad shepherd who is hide the comatos creature. to clear the famili name, he reviv the creatur and tri to rehabilit him."
3200,3200,Control,2007,7.6,"anton corbijn sam riley samantha morton craig parkinson alexandra maria lara biography, drama, music a profil of <a href=""/name/nm0193350"">ian curtis</a>, the enigmat singer of <a href=""/name/nm1920312"">joy division</a> whose personal, professional, and romant troubl led him to die by suicid at the age of 23."
3201,3201,The Mercenary,1968,7.1,"sergio corbucci franco nero toni musant franco giacobini eduardo fajardo comedy, western a greedi polish mercenari help a mine worker and a peasant girl lead a revolut against the mexican government, all while be pursu by an american rival."
3202,3202,The Hand of God,2021,7.3,"paolo sorrentino filippo scotti toni servillo teresa saponangelo marlon joubert drama in 1980 naples, young fabietto pursu hi love for footbal as famili tragedi strikes, shape hi uncertain but promis futur as a filmmaker."
3203,3203,Viy,1967,7.2,"konstantin ershov georgiy kropachyov aleksandr ptushko leonid kuravlyov natalya varley aleksey glazyrin nikolay kutuzov drama, fantasy, horror a young priest is order to presid over the wake of witch in a small old wooden church of a remot village. thi mean spend three night alon with the corps with onli hi faith to protect him."
3204,3204,After the Wedding,2006,7.7,"susann bier mad mikkelsen sids babett knudsen rolf lassgård neeral mulchandani drama a manag of an orphanag in india is sent to copenhagen, denmark, where he discov a life-alt famili secret."
3205,3205,Far from the Madding Crowd,1967,7.2,"john schlesing juli christi peter finch alan bate terenc stamp drama, history, romanc bathsheba everdene, a willful, flirtati young woman, unexpectedli inherit a larg farm and is romant pursu by three veri differ men."
3206,3206,"The 1,000 Eyes of Dr. Mabuse",1960,6.9,"fritz lang dawn addam peter van eyck gert fröbe wolfgang preiss crime, mystery, thriller in 1960 germany, crimin mastermind dr. mabus use hypnot victim and the surveil equip of a nazi-era bug hotel to steal nuclear technolog from a visit american industrialist."
3207,3207,Magnificent Obsession,1954,7,"dougla sirk jane wyman rock hudson agn moorehead otto kruger drama, romanc a rich playboy whose reckless inadvert caus the death of a promin doctor tri to make amend to hi widow, and fall for her in the process."
3208,3208,Gueros,2014,7.5,"alonso ruizpalacio tenoch huerta sebastián aguirr ils sala leonardo ortizgri comedy, drama toma is too much for hi lone mother so she send him to live with hi older brother federico, aka sombra, in mexico city."
3209,3209,The Masters of Time,1982,7.3,"rené laloux jean valmont michel elia frédéric legro yves-mari maurin animation, adventure, sci-fi piel, a 7 or 8 year old boy, is alon on the desert planet perdide, onli survivor of an attack by giant hornets. call for help, piel' father' friend jaffar keep contact with the kid and hurri across space toward perdide."
3210,3210,Fish Tank,2009,7.3,andrea arnold kati jarvi michael fassbend kierston ware rebecca griffith drama everyth chang for 15-year-old mia when her mum bring home a new boyfriend.
3211,3211,Corpse Bride,2005,7.4,"tim burton mike johnson johnni depp helena bonham carter emili watson tracey ullman animation, drama, famili when a shi groom practic hi wed vow in the inadvert presenc of a deceas young woman, she rise from the grave assum he ha marri her."
3212,3212,In Harm's Way,1965,7.3,"otto preming john wayn kirk dougla patricia neal tom tryon drama, romance, war a naval officer, reprimand after pearl harbor, is later promot to rear admir and get a second chanc to prove himself against the japanese."
3213,3213,Salvador,1986,7.4,"oliv stone jame wood jim belushi michael murphi john savag drama, history, thriller a burnt-out photojournalist becom involv in a central american revolution."
3214,3214,The Host,2006,7.1,"bong joon ho song kang-ho byun hee-bong park hae-il bae doona drama, horror, sci-fi a monster emerg from seoul' han river and begin attack people. one victim' love famili doe what it can to rescu her from it clutches."
3215,3215,White Christmas,1954,7.5,"michael curtiz bing crosbi danni kay rosemari clooney vera-ellen comedy, musical, romanc a success song-and-d team becom romant involv with a sister act and team up to save the fail vermont inn of their former command general."
3216,3216,Midnight,1939,7.8,"mitchel leisen claudett colbert don amech john barrymor franci leder comedy, romanc a choru girl strand in pari is set up by a millionair to break up hi wife' affair with anoth man, while be romant pursu by a cab driver."
3217,3217,Air Force,1943,7,"howard hawk john garfield john ridg gig young arthur kennedi action, drama, histori the crew of an air forc bomber arriv in pearl harbor in the aftermath of the japanes attack on decemb 7, 1941, and is sent on to manila to help with the defens of the philippines."
3218,3218,Morvern Callar,2002,6.7,"lynn ramsay samantha morton kathleen mcdermott linda mcguir paul popplewel drama after her belov boyfriend' suicide, a mourn supermarket worker and her best friend hit the road in scotland, but find that grief is someth that you can't run away from forever."
3219,3219,Machuca,2004,7.7,"andré wood matía quer ariel mateluna manuela martelli alin küppenheim biography, drama, histori two 12-year-old chilean children from differ social class becom friend in 1973. they both discov each other' world as polit tension in their countri increase."
3220,3220,Kahaani,2012,8.1,"sujoy ghosh vidya balan parambrata chattopadhyay indraneil sengupta nawazuddin siddiqui mystery, thriller a pregnant woman' search for her miss husband take her from london to kolkata, but everyon she question deni have ever met him."
3221,3221,Gemide,1998,7.9,"serdar akar erkan can haldun boysan yildiray sahinl naci tasdögen crime, drama sailor want to remain in their small world, warm and cozi and full of lies, but they kidnap a prostitut from some pimps."
3222,3222,Joint Security Area,2000,7.7,"park chan-wook lee yeong-a lee byung-hun song kang-ho kim tae-woo action, drama, thriller after a shoot incid at the north-south korean border dmz leav two north korean soldier dead, a neutral swiss and swedish team investig what actual happened."
3223,3223,The Boy and the World,2013,7.5,"alê abreu viniciu garcia marco aurélio campo lu horta felip zils animation, adventure, famili a littl boy goe on an adventur quest in search of hi father."
3224,3224,Little Women,1949,7.2,"mervyn leroy june allyson peter lawford margaret o'brien elizabeth taylor drama, family, romanc the four daughter of a new england famili fight for happi dure and after the civil war."
3225,3225,Jane,II 2017,7.8,"brett morgen jane goodal hugo van lawick hugo eric loui van lawick documentary, biographi the life and work of the renown primatolog scientist, jane goodall, especi on her research about chimpanzees."
3226,3226,About Schmidt,2002,7.2,"alexand payn jack nicholson hope davi dermot mulroney kathi bate drama a recent retir man embark on a journey to hi estrang daughter' wedding, onli to discov more about himself and life than he ever expected."
3227,3227,Sing Street,2016,7.9,"john carney ferdia walsh-peelo aidan gillen maria doyl kennedi jack reynor comedy, drama, music a young lad notic a beauti girl who begin to occupi hi thoughts. while struggl with poverty, person relationship and life' woes, he start a band, hope to catch her attention."
3228,3228,Born to Kill,1947,7.2,"robert wise clair trevor lawrenc tierney walter slezak phillip terri crime, drama, film-noir a calcul divorcé risk her chanc at wealth and secur with a man she doesn't love by get involv with the hothead murder romanc her foster sister."
3229,3229,Avalon,1990,7.2,"barri levinson aidan quinn elizabeth perkin leo fuch eve gordon drama a polish-jewish famili come to the u.s. at the begin of the twentieth century. there, the famili and their children tri to make themselv a better futur in the so-cal promis land."
3230,3230,Secret Honor,1984,7.2,"robert altman philip baker hall biography, comedy, drama a fiction former presid richard m. nixon offer a solitary, stream-of-consci reflect on hi life and polit career - and the ""true"" reason for the waterg scandal and hi resignation."
3231,3231,Lilo & Stitch,2002,7.3,"dean debloi chri sander daveigh chase chri sander tia carrer david ogden stier animation, adventure, comedi a young and parentless girl adopt a 'dog' from the local pound, complet unawar that it' supposedli a danger scientif experi that' taken refug on earth and is now hide from it creator and those who see it as a menace."
3232,3232,Accattone,1961,7.6,pier paolo pasolini franco citti franca pasut silvana corsini paola guidi drama a pimp with no other mean to provid for himself find hi life spiral out of control when hi prostitut is sent to prison.
3233,3233,Sisters,1972,6.9,"brian de palma margot kidder jennif salt charl durn william finley horror, mystery, thriller a small-tim report tri to convinc the polic she saw a murder in the apart across from hers."
3234,3234,The Crow,1994,7.5,"alex proya brandon lee michael wincott rochel davi erni hudson action, crime, drama a man brutal murder come back to life as an undead aveng of hi and hi fiancée' murder."
3235,3235,The Thin Man Goes Home,1944,7.3,"richard thorp william powel myrna loy lucil watson gloria dehaven film-noir, mysteri nick and nora head to nick' hometown of sycamor spring to spend some time with hi parents. hi father, a promin local physician, wa alway a bit disappoint with nick' choic of ... <a href=""/title/tt0037365/plotsummary"">se full summary</a> »"
3236,3236,Boccaccio '70,1962,7,"vittorio de sica federico fellini mario monicelli luchino visconti anita ekberg sophia loren romi schneider marisa solina comedy, fantasy, romanc inspir by boccaccio' novellas, each episod focus on sex, love and seduct in itali in the 1960s, an era of econom growth and major cultur changes."
3237,3237,Comanche Station,1960,7,"budd boettich randolph scott nanci gate claud akin skip homeier drama, western a man save a woman who had been kidnap by comanches, then struggl to get both of them home alive."
3238,3238,Happy as Lazzaro,2018,7.5,"alic rohrwach adriano tardiolo agnes graziani alba rohrwach luca chikovani drama, fantasy, mysteri an unceasingli kind italian peasant and hi famili are blatantli exploit by a tobacco baroness."
3239,3239,First Cow,2019,7.1,"kelli reichardt alia shawkat john magaro dylan smith ryan findley drama, western a skill cook ha travel west and join a group of fur trapper in oregon, though he onli find true connect with a chines immigr also seek hi fortune. soon the two collabor on a success business."
3240,3240,The Glenn Miller Story,1954,7.3,"anthoni mann jame stewart june allyson harri morgan charl drake biography, drama, music biographi of bandlead <a href=""/name/nm0001895"">glenn miller</a> from hi begin to hi death over the english channel in decemb 1944."
3241,3241,Night Nurse,1931,7,"william a. wellman barbara stanwyck ben lyon joan blondel clark gabl comedy, crime, drama a nurs enlist the help of a petti crimin to foil a sinist plot to murder two children."
3242,3242,Blackmail,1929,6.9,"alfr hitchcock anni ondra john longden sara allgood charl paton crime, drama, thriller after kill a man in self-defense, a young woman is blackmail by a wit to the killing."
3243,3243,The Trap,2007,7.9,"srdan golubov nebojsa glogovac natasa ninkov anica dobra predrag 'miki' manojlov crime, drama, thriller a coupl find out their son urgent need an expens heart surgery. while struggl to find the money, the father is approach by a mysteri man propos a sinist deal."
3244,3244,A Generation,1955,7.1,"andrzej wajda tadeusz lomnicki urszula modrzynska tadeusz janczar janusz paluszkiewicz drama, war stori of youth dure the german occup of poland in world war ii who come to adulthood through love and adversity."
3245,3245,The Band's Visit,2007,7.5,"eran kolirin sasson gabay ronit elkabetz saleh bakri khalifa natour comedy, drama, music a band compris of member of the egyptian polic forc head to israel to play at the inaugur ceremoni of an arab art center, onli to find themselv lost in the wrong town."
3246,3246,Wrinkles,2011,7.6,"ignacio ferrera tacho gonzález álvaro guevara mabel rivera raúl dan animation, drama an astonish cocktail of friendship, resist and life set among the unexpect landscap of an elderli care facility."
3247,3247,Indiana Jones and the Last Crusade,1989,8.2,"steven spielberg harrison ford sean conneri alison doodi denholm elliott action, adventur in 1938, after hi father goe miss while pursu the holi grail, indiana jone find himself up against the nazi again to stop them from obtain it powers."
3248,3248,Local Hero,1983,7.3,"bill forsyth burt lancast peter riegert fulton mackay deni lawson comedy, drama an american oil compani ha plan for a new refineri and send someon to scotland to buy up an entir village, but thing don't go as expected."
3249,3249,Roger & Me,1989,7.5,"michael moor michael moor roger b. smith rhonda britton fred ross documentari after gener motor close it factori in flint, michigan, elimin 35,000 jobs, filmmak <a href=""/name/nm0601619"">michael moore</a> undertak a quixot quest to interview gener motors' chairman, <a href=""/name/nm0809792"">rog b. smith</a>."
3250,3250,And the Band Played On,1993 TV Movie,7.8,"roger spottiswood matthew modin alan alda patrick bauchau nathali bay drama, histori the stori of the discoveri of the aid epidemic, and the polit infight of the scientif commun hamper the earli fight with it."
3251,3251,Paterson,2016,7.3,"jim jarmusch adam driver golshifteh farahani nelli rizwan manji comedy, drama, romanc a quiet observ of the triumph and defeat of daili life, along with the poetri evid in it smallest details."
3252,3252,Rascal Does Not Dream of a Dreaming Girl,2019,8.2,"sôichi masui kaito ishikawa asami seto inori minas nao tôyama animation, drama, fantasi a high school student' bliss day with hi girlfriend are interrupt when hi first crush return in two forms."
3253,3253,Return to Seoul,2022,7,"davi chou park ji-min oh gwang-rok guka han kim sun-young drama a twenty-five-year-old french woman return to korea, the countri she wa born in befor be adopt by a french couple, for the veri first time. she decid to track down her biolog parents, but her journey take a surpris turn."
3254,3254,Land of Mine,2015,7.8,"martin zandvliet roland møller loui hofmann joel basman mikkel boe følsgaard drama, history, war in post-world war ii denmark, a group of young german pow are forc to clear a beach of thousand of land mine under the watch of a danish sergeant who slowli learn to appreci their plight."
3255,3255,Full Contact,1992,7.1,"ringo lam chow yun-fat simon yam ann bridgewat anthoni chau-sang wong action, crime, thriller two disreput friend get tie in with a group of crimin who turn out to be excess violent and deceptive."
3256,3256,Man's Favorite Sport?,1964,7.1,"howard hawk rock hudson paula prentiss maria perschi john mcgiver comedy, romanc the author of a best-sel fish guid is actual extrem inexperienc in the sport, which caus mayhem when he is enter into a competition."
3257,3257,Green Book,2018,8.2,"peter farrelli viggo mortensen mahershala ali linda cardellini sebastian maniscalco biography, comedy, drama a working-class italian-american bouncer becom the driver for an african-american classic pianist on a tour of venu through the 1960 american south."
3258,3258,Red Rock West,1993,7,"john dahl nicola cage denni hopper lara flynn boyl craig reay crime, drama, thriller upon arriv to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complic ensue."
3259,3259,Mad Max,1979,6.8,"georg miller mel gibson joann samuel hugh keays-byrn steve bisley action, adventure, sci-fi in a self-destruct world, a veng australian policeman set out to stop a violent motorcycl gang."
3260,3260,Under the Sun of Satan,1987,6.7,"mauric pialat gérard depardieu sandrin bonnair mauric pialat alain artur drama, fantasi a priest stuck in a rural congreg and burden with hi overwrought spirituality, find purpos in a troubl woman accus of murder."
3261,3261,Beyond the Mat,1999,7.6,"barri w. blaustein terri funk mick foley jake robert barri w. blaustein documentary, biography, sport a heartfelt documentari focus on the day-to-day live of profession wrestlers, some on the rise, some on the wane, and other fight for their lives."
3262,3262,Die Geschichte vom weinenden Kamel,2003,7.4,"byambasuren davaa luigi falorni janchiv ayurzana chime ohin amgaabazar gonson zeveljamz nyam documentary, drama, famili when a mongolian nomad family' newest camel colt is reject by it mother, a musician is need for a ritual to chang her mind."
3263,3263,Destiny,2006,7.8,"zeki demirkubuz ufuk bayraktar vildan atasev engin akyürek müge ulusoy drama bekir love ugur, who love zagor, who is about to get out of jail. an alreadi tens love triangl is thrown into turmoil on a hot summer night, when zagor kill someone, and ugur disappears."
3264,3264,Pursued,1947,7.2,raoul walsh teresa wright robert mitchum judith anderson dean jagger western a boy haunt by nightmar about the night hi entir famili wa murder is brought up by a neighbor famili in the 1880s. he fall for hi love adopt sister but hi nasti adopt brother and mysteri uncl want him dead.
3265,3265,Arabian Nights,1974,6.7,"pier paolo pasolini ninetto davoli franco citti franco merli tessa bouché comedy, drama, fantasi in ancient arabia, a beauti slave girl choos a youth to be her new master, then she is kidnap and they must search for each other. stori are told within stories: love, travel and the whim of destiny."
3266,3266,The Toy,1976,7.4,"franci veber pierr richard michel bouquet fabric greco jacqu françoi comedy, drama a poor journalist find himself as a toy of a boss' son. make friend with a naughti child, he tri to save him from the cruel power of hi father."
3267,3267,Up in the Air,I 2009,7.4,"jason reitman georg clooney vera farmiga anna kendrick jason bateman comedy, drama, romanc ryan bingham enjoy live out of a suitcas for hi job, travel around the countri fire people, but find that lifestyl threaten by the presenc of a potenti love interest, and a new hire present a new busi model."
3268,3268,Beverly Hills Cop,1984,7.4,"martin brest eddi murphi judg reinhold john ashton lisa eilbach action, comedy, crime a freewheel detroit cop pursu a murder investig find himself deal with the veri differ cultur of beverli hills."
3269,3269,Rebels of the Neon God,1992,7.5,"tsai ming-liang wang yu-wen chen chao-jung kang-sheng lee jen chang-bin crime, drama, romanc within the urban gloom of taipei, four youth face alienation, loneliness, and moment of existenti crisi amidst a seri of minor crimes."
3270,3270,The Gambler,1974,7.1,"karel reisz jame caan paul sorvino lauren hutton morri carnovski crime, drama axel freed is a literatur professor. he ha the gambl vice. when he ha lost all of hi money, he borrow from hi girlfriend, then hi mother, and final some bad guy that chase him. despit all of this, he cannot stop gambling."
3271,3271,Warrior,2011,8.1,"gavin o'connor tom hardi nick nolt joel edgerton jennif morrison action, drama, sport the youngest son of an alcohol former boxer return home, where he' train by hi father for competit in a mix martial art tournament - a path that put the fighter on a collis cours with hi estranged, older brother."
3272,3272,Buffet Froid,1979,7.2,"bertrand blier gérard depardieu bernard blier jean carmet denis genc comedy, crime, thriller alphons live in an empti building. empti but for one neighbour, the polic captain morvandieu. when the man who have kill alphonse' wife appears, the three men will be thrown in a seri of event in a surrealist world."
3273,3273,Hamlet,1996,7.7,"kenneth branagh kenneth branagh juli christi derek jacobi kate winslet drama hamlet, princ of denmark, return home to find hi father murder and hi mother remarri the murderer, hi uncle. meanwhile, war is brewing."
3274,3274,The Raid: Redemption,2011,7.6,"gareth evan iko uwai ananda georg ray sahetapi donni alamsyah action, crime, thriller a s.w.a.t. team becom trap in a tenement run by a ruthless mobster and hi armi of killer and thugs."
3275,3275,"Vernon, Florida",1981,7,"errol morri albert bitterl rosco collin georg harri joe payn documentari a documentari on the eccentr resid of vernon, florida."
3276,3276,Pollyanna,1960,7.4,"david swift jane wyman hayley mill richard egan karl malden comedy, drama, famili a young girl come to an embitt town and confront it attitud with her determin to see the best in life."
3277,3277,The New York Ripper,1982,6.3,"lucio fulci jack hedley almanta suska howard ross andrea occhipinti horror, mystery, thriller a burned-out new york polic detect team up with a colleg psychoanalyst to track down a viciou serial killer randomli stalk and kill variou young women around the city."
3278,3278,Crash,I 2004,7.7,"paul haggi don cheadl sandra bullock thandiw newton karina arroyav crime, drama, thriller lo angel citizen with vastli separ live collid in interweav stori of race, loss and redemption."
3279,3279,Walk the Line,2005,7.8,"jame mangold joaquin phoenix rees witherspoon ginnif goodwin robert patrick biography, drama, music a chronicl of countri music legend <a href=""/name/nm0143599"">johnni cash</a>' life, from hi earli day on an arkansa cotton farm to hi rise to fame with sun record in memphis, where he record alongsid <a href=""/name/nm0000062"">elvi presley</a>, <a href=""/name/nm0507350"">jerri lee lewis</a>, and <a href=""/name/nm0673897"">carl perkins</a>."
3280,3280,The Hitch-Hiker,1953,6.9,"ida lupino edmond o'brien frank lovejoy william talman josé torvay crime, drama, film-noir two fishermen pick up a psychopath escap convict who tell them that he intend to murder them when the ride is over."
3281,3281,Law of Desire,1987,7.1,"pedro almodóvar eusebio poncela carmen maura antonio bandera miguel molina comedy, drama, thriller a gay filmmak becom involv with an obsess fan while still pine for hi absent true love. meanwhile, he share a close but complex relationship with hi tran sister, an actress."
3282,3282,The Swindle,1955,7.5,"federico fellini broderick crawford richard basehart giulietta masina franco fabrizi comedy, crime, drama a trio of con-men led by a lonesom swindler must deal with their job and famili pressures."
3283,3283,The Central Park Five,2012,7.7,"ken burn sarah burn david mcmahon antron mccray kevin richardson kharey wise raymond santana documentary, crime, histori a documentari that examin the 1989 case of five black and latino teenag who were convict of rape a white woman in central park. after have spent between 6 and 13 year each in prison, a serial rapist confess to the crime."
3284,3284,Lost Highway,1997,7.6,"david lynch bill pullman patricia arquett john roseliu loui eppolito drama, mystery, thriller anonym videotap presag a musician' murder conviction, and a gangster' girlfriend lead a mechan astray."
3285,3285,Better Days,2019,7.6,"derek tsang dongyu zhou jackson yee fang yin ye zhou crime, drama, romanc while she cope the the pressur of her final examinations, a bulli teenag girl form an unlik friendship with a mysteri young man who protect her from her assailants."
3286,3286,The Consequences of Love,2004,7.5,"paolo sorrentino toni servillo olivia magnani adriano giannini antonio ballerio crime, drama, romanc an introvert man' life chang complet when he find himself attract to a young barmaid."
3287,3287,The Descendants,2011,7.3,"alexand payn georg clooney shailen woodley amara miller nick kraus comedy, drama a land baron tri to reconnect with hi two daughter after hi wife is serious injur in a boat accident."
3288,3288,Back to the Future Part II,1989,7.8,"robert zemecki michael j. fox christoph lloyd lea thompson tom wilson adventure, comedy, sci-fi after visit 2015, marti mcfli must repeat hi visit to 1955 to prevent disastr chang to 1985...without interf with hi first trip."
3289,3289,Colorado Territory,1949,7.2,"raoul walsh joel mccrea virginia mayo dorothi malon henri hull western in colorado territory, outlaw we mcqueen escap jail to pull a railroad robberi but, upon meet pretti settler juli ann, he wonder about go straight."
3290,3290,Conspirators of Pleasure,1996,7.3,"jan svankmaj petr meissel gabriela wilhelmová barbora hrzánová anna wetlinská comedy, drama six peopl unknowingli form a cycl of masturb as they each caus other to privat indulg in their fetishes."
3291,3291,Aaranya Kaandam,2010,8.5,"thiagarajan kumararaja sampath raj jacki shroff ravi krishna yasmin ponnappa action, comedy, crime a mob boss must deal with a disgruntl mistress and a vanish bag of cocaine."
3292,3292,Hardcore,1979,7,"paul schrader georg c. scott peter boyl season hubley dick sargent crime, drama a religi businessman from michigan ha to ventur into the world of pornographi in california, desper search for hi runaway teenag daughter."
3293,3293,The Cider House Rules,1999,7.4,"lass hallström tobey maguir charliz theron michael cain delroy lindo drama, romanc a compassion young man, rais in an orphanag and train to be a doctor there, decid to leav to see the world."
3294,3294,"Batman: The Dark Knight Returns, Part 1",2012 Video,7.9,"jay oliva peter weller ariel winter david selbi wade william animation, action, crime batman ha not been seen for ten years. a new breed of crimin ravag gotham city, forc 55-year-old bruce wayn back into the cape and cowl. but, doe he still have what it take to fight crime in a new era?"
3295,3295,Rushmore,1998,7.6,"we anderson jason schwartzman bill murray olivia william seymour cassel comedy, drama, romanc a teenag at rushmor academi fall for a much older teacher and befriend a middle-ag industrialist. later, he find out that hi love interest and hi friend are have an affair, which prompt him to begin a vendetta."
3296,3296,Water,I 2005,7.7,"deepa mehta lisa ray john abraham seema biswa sarala kariyawasam drama set in coloni india against gandhi' rise to power, it' the stori of 8-year-old chuyia, who is widow and sent to a home to live in penitence; onc there, chuyia' feisti presenc deepli affect the live of the other residents."
3297,3297,La fille sur le pont,1999,7.5,"patric lecont vanessa paradi daniel auteuil frédéric pfluger dimitri georgala comedy, drama, romanc one night, a fade entertain interven when a woman contempl suicide, begin a strange, unpredict relationship."
3298,3298,The Adventures of Sherlock Holmes,1939,7.3,"alfr l. werker basil rathbon nigel bruce ida lupino alan marshal crime, mystery, thriller the master sleuth hunt hi archenemy, professor moriarty, who is plan the crime of the century."
3299,3299,Little Forest: Winter/Spring,2015,7.6,"jun'ichi mori ai hashimoto mayu matsuoka yôichi nukumizu karen kirishima drama ichiko live in a big city, but goe back to her small hometown komori, locat on a mountain in the tohoku region. she is self-sufficient. ichiko gain energi live among natur and eat food she make from season ingredients."
3300,3300,The Crow's Egg,2014,8.3,"m. manikandan ramesh thilaganathan j. vignesh aishwarya rajesh ramesh thilak comedy, drama two slum kid yearn to tast a pizza after be entic by the pizza shop that ha open near their locality. what happen when they manag to find the money to buy one?"
3301,3301,Riki-Oh: The Story of Ricky,1991,7,"ngai choi lam siu-wong fan mei sheng fan ka-kui ho yukari ôshima action, comedy, crime riki-oh, a young man who ha superhuman strength, is incarcer in a privat prison, where inmat are treat like slaves. he is forc to use hi unstopp form of martial art to destroy the corrupt offici and their lackeys."
3302,3302,Sin City,2005,8,"frank miller quentin tarantino robert rodriguez mickey rourk clive owen bruce willi jessica alba crime, thriller an explor of the dark and miser basin citi and three of it residents, all of whom are caught up in violent corruption."
3303,3303,Hairspray,1988,7,"john water sonni bono ruth brown divin debbi harri comedy, drama, famili a 'pleasantli plump' teenag teach 1962 baltimor a thing or two about integr after land a spot on a local tv danc show."
3304,3304,The Bachelor and the Bobby-Soxer,1947,7.2,"irv rei cari grant myrna loy shirley templ rudi valle comedy, romanc a high school girl fall for a playboy artist, with screwbal results."
3305,3305,A Woman of Paris: A Drama of Fate,1923,6.9,"charl chaplin edna purvianc clarenc geldert carl miller lydia knott drama, romanc a kept woman run into her former fiancé and find herself torn between love and comfort."
3306,3306,The Boy Friend,1971,6.9,"ken russel twiggi christoph gabl max adrian bryan pringl comedy, musical, romanc when the lead ladi of a low-budget music revu sprain her ankle, the assist stage manag is forc to understudi and perform in her place, becom a star and find love in the process."
3307,3307,Promising Young Woman,2020,7.5,"emerald fennel carey mulligan bo burnham alison brie clanci brown crime, drama, mysteri noth in cassie' life is what it appear to be - she' wickedli smart, tantalizingli cunning, and she' live a secret doubl life. now, an unexpect encount is about to give cassi a chanc to right the wrong from the past."
3308,3308,Blade Runner 2049,2017,8,"deni villeneuv harrison ford ryan gosl ana de arma dave bautista action, drama, mysteri young blade runner k' discoveri of a long-buri secret lead him to track down former blade runner rick deckard, who' been miss for thirti years."
3309,3309,Love Crazy,1941,7.4,"jack conway william powel myrna loy gail patrick jack carson comedy, romanc a wife suspect infidel start divorc proceedings, so the husband pretend to be insan in order to delay the divorc and clear up the misunderstanding."
3310,3310,Ridicule,1996,7.3,"patric lecont charl berl jean rochefort fanni ardant judith godrèch comedy, drama, histori to get royal back on a need drainag project, a poor french lord must learn to play the delic game of wit at court at versailles."
3311,3311,The Lunchbox,2013,7.8,"ritesh batra irrfan khan nimrat kaur nawazuddin siddiqui lillet dubey drama, romanc a mistaken deliveri in mumbai' famous effici lunchbox deliveri system connect a young housewif to an older man in the dusk of hi life as they build a fantasi world togeth through note in the lunchbox."
3312,3312,Munna Bhai M.B.B.S.,2003,8.1,"rajkumar hirani sanjay dutt arshad warsi graci singh boman irani comedy, drama a gangster set out to fulfil hi father' dream of becom a doctor."
3313,3313,Blancanieves,2012,7.5,"pablo berger maribel verdú emilio gavira daniel giménez cacho ángela molina drama, fantasi a twist on the snow white fairi tale that is set in 1920 sevil and center on a femal bullfighter."
3314,3314,I'm All Right Jack,1959,7.1,john boult ian carmichael terry-thoma peter seller richard attenborough comedi a naiv aristocrat in search of a career becom caught up in the struggl between hi profit-mind uncl and an aggress labor union.
3315,3315,The Big Short,2015,7.8,"adam mckay christian bale steve carel ryan gosl brad pitt biography, comedy, drama in 2006-2007 a group of investor bet against the unit state mortgag market. in their research, they discov how flaw and corrupt the market is."
3316,3316,"Suddenly, Last Summer",1959,7.5,"joseph l. mankiewicz elizabeth taylor katharin hepburn montgomeri clift albert dekker drama, mystery, thriller a surgeon is assign the case of a young woman whose aunt want her lobotom to cover up a famili secret."
3317,3317,Holiday Affair,1949,7.1,"don hartman robert mitchum janet leigh wendel corey gordon gebert comedy, drama, famili a young widow is torn between a bore attorney and a romant ne'er-do-well."
3318,3318,Get on the Bus,1996,6.9,"spike lee ossi davi charl s. dutton andr braugher richard belzer adventure, drama, histori a dispar group of african-american men travel by bu to washington, dc for the million man march."
3319,3319,Ruby in Paradise,1993,6.9,"victor nunez ashley judd todd field bentley mitchum allison dean drama, romanc a young woman struggl for independ and ident in a small florida tourist town."
3320,3320,Call Northside 777,1948,7.4,"henri hathaway jame stewart richard cont lee j. cobb helen walker drama, film-noir chicago report p.j. mcneal re-open a decade-old murder case."
3321,3321,Kings & Queen,2004,7,"arnaud desplechin emmanuel devo geoffrey carey thierri bosc olivi rabourdin comedy, drama, romanc parallel storylin tell the current state of affair for two ex-lovers: nora' a singl mother who come to care for her termin ill father; hole in up in mental ward, ismael, a brilliant musician, plot hi escape."
