,id,Name,Year,Rating,Genre,Actors,Director,One-line
52,52,The Maltese Falcon,1941,8,"Crime, Film-Noir, Mystery            ","['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre']",John Huston,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
53,53,Touch of Evil,1958,8,"Crime, Drama, Film-Noir            ","['Charlton Heston', 'Orson Welles', 'Janet Leigh', 'Joseph Calleia']",Orson Welles,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town."
54,54,Intolerance,1916,7.7,"Drama, History            ","['Lillian Gish', 'Robert Harron', 'Mae Marsh', 'F.A. Turner']",D.W. Griffith,The story of a poor young woman separated by prejudice from her husband and baby is interwoven with tales of intolerance from throughout history.
55,55,One Flew Over the Cuckoo's Nest,1975,8.7,Drama            ,"['Jack Nicholson', 'Louise Fletcher', 'Michael Berryman', 'Peter Brocco']",Milos Forman,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse."
56,56,The Philadelphia Story,1940,7.9,"Comedy, Romance            ","['Cary Grant', 'Katharine Hepburn', 'James Stewart', 'Ruth Hussey']",George Cukor,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
57,57,Paths of Glory,1957,8.4,"Drama, War            ","['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready']",Stanley Kubrick,"After a failed attack on a German position, a general orders three soldiers, chosen at random, court-martialed for cowardice and their commanding officer must defend them."
58,58,Bicycle Thieves,1948,8.3,Drama            ,"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri']",Vittorio De Sica,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."
59,59,On the Waterfront,1954,8.1,"Crime, Drama, Thriller            ","['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger']",Elia Kazan,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
60,60,Bride of Frankenstein,1935,7.8,"Drama, Horror, Sci-Fi            ","['Boris Karloff', 'Elsa Lanchester', 'Colin Clive', 'Valerie Hobson']",James Whale,"<a href=""/name/nm0791217"">Mary Shelley</a> reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate."
61,61,The Circus,1928,8.1,"Comedy, Family, Romance            ","['Charles Chaplin', 'Merna Kennedy', 'Al Ernest Garcia', 'Harry Crocker']",Charles Chaplin,The Tramp finds work and the girl of his dreams at a circus.
62,62,The Leopard,1963,7.9,"Drama, History            ","['Burt Lancaster', 'Alain Delon', 'Claudia Cardinale', 'Paolo Stoppa']",Luchino Visconti,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."
63,63,Sweet Smell of Success,1957,8,"Drama, Film-Noir            ","['Burt Lancaster', 'Tony Curtis', 'Susan Harrison', 'Martin Milner']",Alexander Mackendrick,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
64,64,Star Wars: Episode IV - A New Hope,1977,8.6,"Action, Adventure, Fantasy            ","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Alec Guinness']",George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
65,65,Duck Soup,1933,7.7,"Comedy, Musical            ","['Groucho Marx', 'Harpo Marx', 'Chico Marx', 'Zeppo Marx']",Leo McCarey,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on."
66,66,To Be or Not to Be,1942,8.1,"Comedy, Romance, War            ","['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart']",Ernst Lubitsch,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
67,67,Persona,1966,8.1,"Drama, Thriller            ","['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand']",Ingmar Bergman,A nurse is put in charge of a mute actress and finds that their personae are melding together.
68,68,Bringing Up Baby,1938,7.8,Comedy            ,"['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles', 'Walter Catlett']",Howard Hawks,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
69,69,The Seventh Seal,1957,8.1,"Drama, Fantasy            ","['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe']",Ingmar Bergman,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
70,70,The Lady Vanishes,1938,7.7,"Mystery, Thriller            ","['Margaret Lockwood', 'Michael Redgrave', 'Paul Lukas', 'May Whitty']",Alfred Hitchcock,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
71,71,Playtime,1967,7.8,Comedy            ,"['Jacques Tati', 'Barbara Dennek', 'Rita Maiden', 'France Rumilly']",Jacques Tati,"Monsieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction."
72,72,Harakiri,1962,8.6,"Action, Drama, Mystery            ","['Tatsuya Nakadai', 'Akira Ishihama', 'Shima Iwashita', 'Tetsurô Tanba']",Masaki Kobayashi,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
73,73,The Shop Around the Corner,1940,8,"Comedy, Drama, Romance            ","['Margaret Sullavan', 'James Stewart', 'Frank Morgan', 'Joseph Schildkraut']",Ernst Lubitsch,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
74,74,Sherlock Jr.,1924,8.2,"Action, Comedy, Romance            ","['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly']",Buster Keaton,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
75,75,The Bridge on the River Kwai,1957,8.1,"Adventure, Drama, War            ","['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa']",David Lean,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
76,76,Army of Shadows,1969,8.1,"Drama, War            ","['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel', 'Simone Signoret']",Jean-Pierre Melville,An account of underground resistance fighters in Nazi-occupied France.
77,77,High and Low,1963,8.4,"Crime, Drama, Mystery            ","['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai', 'Kyôko Kagawa']",Akira Kurosawa,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.
78,78,Barry Lyndon,1975,8.1,"Adventure, Drama, War            ","[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",Stanley Kubrick,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
79,79,Fanny and Alexander,1982,8.1,Drama            ,"['Bertil Guve', 'Pernilla Allwin', 'Kristina Adolphson', 'Börje Ahlstedt']",Ingmar Bergman,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."
80,80,The Lady Eve,1941,7.7,"Comedy, Romance            ","['Barbara Stanwyck', 'Henry Fonda', 'Charles Coburn', 'Eugene Pallette']",Preston Sturges,"A trio of classy card sharks targets a socially awkward brewery heir, until one of them falls in love with him."
81,81,The Searchers,1956,7.8,"Adventure, Drama, Western            ","['John Wayne', 'Jeffrey Hunter', 'Vera Miles', 'Ward Bond']",John Ford,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.
82,82,Stagecoach,1939,7.8,"Adventure, Drama, Western            ","['John Wayne', 'Claire Trevor', 'Andy Devine', 'John Carradine']",John Ford,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
83,83,The General,1926,8.1,"Action, Adventure, Comedy            ","['Buster Keaton', 'Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley']",Clyde Bruckman,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
84,84,Wild Strawberries,1957,8.1,"Drama, Romance            ","['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand']",Ingmar Bergman,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
85,85,Yojimbo,1961,8.2,"Action, Drama, Thriller            ","['Toshirô Mifune', 'Eijirô Tôno', 'Tatsuya Nakadai', 'Yôko Tsukasa']",Akira Kurosawa,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
86,86,King Kong,1933,7.9,"Adventure, Horror            ","['Ernest B. Schoedsack', 'Fay Wray', 'Robert Armstrong', 'Bruce Cabot', 'Frank Reicher']",Merian C. Cooper,"A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City."
87,87,Fantasia,1940,7.7,"Animation, Family, Fantasy            ","['Samuel Armstrong', 'Ford Beebe Jr.', 'Norman Ferguson', 'David Hand', 'Jim Handley', 'T. Hee', 'Wilfred Jackson', 'Hamilton Luske', 'Bill Roberts', 'Paul Satterfield', 'Ben Sharpsteen', 'Leopold Stokowski', 'Deems Taylor', 'The Philadelphia Orchestra', 'Corey Burton']",James Algar,"A series of eight famous pieces of classical music, conducted by <a href=""/name/nm0831439"">Leopold Stokowski</a> and interpreted in animation by <a href=""/name/nm0000370"">Walt Disney</a>'s team of artists."
88,88,The Man Who Shot Liberty Valance,1962,8.1,"Drama, Western            ","['James Stewart', 'John Wayne', 'Vera Miles', 'Lee Marvin']",John Ford,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.
89,89,Umberto D.,1952,8.2,Drama            ,"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Ileana Simova']",Vittorio De Sica,An elderly man and his dog struggle to survive on his government pension in Rome.
90,90,Balthazar,1966,7.8,Drama            ,"['Anne Wiazemsky', 'Walter Green', 'François Lafarge', 'Jean-Claude Guilbert']",Robert Bresson,The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette.
91,91,A Streetcar Named Desire,1951,7.9,Drama            ,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter', 'Karl Malden']",Elia Kazan,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
92,92,"I Was Born, But...",1932,7.9,"Comedy, Drama            ","['Tatsuo Saitô', 'Tomio Aoki', 'Mitsuko Yoshikawa', 'Hideo Sugawara']",Yasujirô Ozu,Two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.
93,93,Chinatown,1974,8.1,"Drama, Mystery, Thriller            ","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",Roman Polanski,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
94,94,How Green Was My Valley,1941,7.7,"Drama, Family            ","['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp']",John Ford,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life."
95,95,Shoah,1985,8.7,"Documentary, History, War            ","['Simon Srebnik', 'Michael Podchlebnik', 'Motke Zaïdl', 'Hanna Zaïdl']",Claude Lanzmann,"<a href=""/name/nm0487351"">Claude Lanzmann</a>'s epic documentary recounts the story of the Holocaust through interviews with witnesses - perpetrators as well as survivors."
96,96,The Great Dictator,1940,8.4,"Comedy, Drama, War            ","['Charles Chaplin', 'Paulette Goddard', 'Jack Oakie', 'Reginald Gardiner']",Charles Chaplin,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
97,97,Annie Hall,1977,8,"Comedy, Romance            ","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",Woody Allen,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
98,98,Rio Bravo,1959,8,"Drama, Western            ","['John Wayne', 'Dean Martin', 'Ricky Nelson', 'Angie Dickinson']",Howard Hawks,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
99,99,Top Hat,1935,7.7,"Comedy, Musical, Romance            ","['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Erik Rhodes']",Mark Sandrich,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer."
100,100,The Magnificent Ambersons,1942,7.6,"Drama, Romance            ","['Fred Fleck', 'Robert Wise', 'Tim Holt', 'Joseph Cotten', 'Dolores Costello', 'Anne Baxter']",Orson Welles,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.
101,101,The Hustler,1961,8,"Drama, Sport            ","['Paul Newman', 'Jackie Gleason', 'Piper Laurie', 'George C. Scott']",Robert Rossen,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
102,102,Beauty and the Beast,1946,7.9,"Drama, Fantasy, Romance            ","['René Clément', 'Jean Marais', 'Josette Day', 'Mila Parély', 'Nane Germon']",Jean Cocteau,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
103,103,Rififi,1955,8.1,"Crime, Drama, Thriller            ","['Jean Servais', 'Carl Möhner', 'Robert Manuel', 'Janine Darcey']",Jules Dassin,"Four men plan a technically perfect crime, but the human element intervenes..."
104,104,The Wild Bunch,1969,7.9,"Action, Adventure, Drama            ","['William Holden', 'Ernest Borgnine', 'Robert Ryan', ""Edmond O'Brien""]",Sam Peckinpah,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
105,105,The Thin Man,1934,7.9,"Comedy, Crime, Mystery            ","['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton']",W.S. Van Dyke,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
106,106,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975,7.5,Drama            ,"['Delphine Seyrig', 'Jan Decorte', 'Henri Storck', 'Jacques Doniol-Valcroze']",Chantal Akerman,"A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. However, something happens that changes her safe routine."
107,107,Anatomy of a Murder,1959,8,"Drama, Mystery            ","['James Stewart', 'Lee Remick', 'Ben Gazzara', ""Arthur O'Connell""]",Otto Preminger,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
108,108,Pépé le Moko,1937,7.7,"Crime, Drama, Romance            ","['Jean Gabin', 'Gabriel Gabrio', 'Saturnin Fabre', 'Fernand Charpin']",Julien Duvivier,"A wanted gangster is both king and prisoner of the Casbah. He is protected from arrest by his friends, but is torn by his desire for freedom outside. A visiting Parisian beauty may just tempt his fate."
109,109,The 400 Blows,1959,8.1,"Crime, Drama            ","['Jean-Pierre Léaud', 'Albert Rémy', 'Claire Maurier', 'Guy Decomble']",François Truffaut,"A young boy, left without attention, delves into a life of petty crime."
110,110,The Red Shoes,1948,8.1,"Drama, Music, Romance            ","['Emeric Pressburger', 'Anton Walbrook', 'Marius Goring', 'Moira Shearer', 'Robert Helpmann']",Michael Powell,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
111,111,The Wages of Fear,1953,8.2,"Adventure, Drama, Thriller            ","['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli']",Henri-Georges Clouzot,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
112,112,Schindler's List,1993,9,"Biography, Drama, History            ","['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']",Steven Spielberg,"In German-occupied Poland during World War II, industrialist <a href=""/name/nm0771861"">Oskar Schindler</a> gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
113,113,The Grand Illusion,1937,8.1,"Drama, War            ","['Jean Gabin', 'Dita Parlo', 'Pierre Fresnay', 'Erich von Stroheim']",Jean Renoir,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
114,114,Snow White and the Seven Dwarfs,1937,7.6,"Animation, Adventure, Family            ","['David Hand', 'Wilfred Jackson', 'Larry Morey', 'Perce Pearce', 'Ben Sharpsteen', 'Adriana Caselotti', 'Harry Stockwell', 'Lucille La Verne', 'Roy Atwell']",William Cottrell,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
115,115,Shadow of a Doubt,1943,7.8,"Film-Noir, Thriller            ","['Teresa Wright', 'Joseph Cotten', 'Macdonald Carey', 'Henry Travers']",Alfred Hitchcock,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
116,116,Nashville,1975,7.6,"Comedy, Drama, Music            ","['Keith Carradine', 'Karen Black', 'Ronee Blakley', 'Shelley Duvall']",Robert Altman,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
117,117,The Awful Truth,1937,7.7,"Comedy, Romance            ","['Irene Dunne', 'Cary Grant', 'Ralph Bellamy', ""Alexander D'Arcy""]",Leo McCarey,"A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought."
118,118,Goodfellas,1990,8.7,"Biography, Crime, Drama            ","['Robert De Niro', 'Ray Liotta', 'Joe Pesci', 'Lorraine Bracco']",Martin Scorsese,"The story of <a href=""/name/nm1453737"">Henry Hill</a> and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito."
119,119,The Conformist,1970,7.9,Drama            ,"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin', 'Enzo Tarascio']",Bernardo Bertolucci,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
120,120,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,"Action, Adventure, Fantasy            ","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams']",Irvin Kershner,"After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett."
121,121,To Kill a Mockingbird,1962,8.3,"Crime, Drama            ","['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy']",Robert Mulligan,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice."
122,122,Red River,1948,7.8,"Drama, Western            ","['Arthur Rosson', 'John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan']",Howard Hawks,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son."
123,123,Raging Bull,1980,8.1,"Biography, Drama, Sport            ","['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent']",Martin Scorsese,"The life of boxer <a href=""/name/nm0483766"">Jake LaMotta</a>, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
124,124,An Autumn Afternoon,1962,8,Drama            ,"['Chishû Ryû', 'Shima Iwashita', 'Keiji Sada', 'Mariko Okada']",Yasujirô Ozu,An aging widower arranges a marriage for his only daughter.
125,125,Andrei Rublev,1966,8.1,"Biography, Drama, History            ","['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko', 'Nikolay Sergeev']",Andrei Tarkovsky,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
126,126,West Side Story,1961,7.6,"Crime, Drama, Musical            ","['Robert Wise', 'Natalie Wood', 'George Chakiris', 'Richard Beymer', 'Russ Tamblyn']",Jerome Robbins,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
127,127,Z,1969,8.2,"Crime, Drama, Thriller            ","['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant', 'François Périer']",Costa-Gavras,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.
128,128,The Gold Rush,1925,8.1,"Adventure, Comedy, Drama            ","['Charles Chaplin', 'Mack Swain', 'Tom Murray', 'Henry Bergman']",Charles Chaplin,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
129,129,The Human Condition III: A Soldier's Prayer,1961,8.8,"Drama, History, War            ","['Tatsuya Nakadai', 'Michiyo Aratama', 'Tamao Nakamura', 'Yûsuke Kawazu']",Masaki Kobayashi,"His ideals challenged by life as a conscript in war-time Japan's military, a pacifist faces ever greater tests in his fight for survival."
130,130,Only Angels Have Wings,1939,7.6,"Adventure, Drama, Romance            ","['Cary Grant', 'Jean Arthur', 'Rita Hayworth', 'Richard Barthelmess']",Howard Hawks,"At a remote South American trading port, the manager of an air-freight company is forced to risk his pilots' lives in order to win an important contract as a traveling American showgirl stops in town."
131,131,A Woman Under the Influence,1974,8,"Drama, Romance            ","['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']",John Cassavetes,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
132,132,Meet Me in St. Louis,1944,7.5,"Comedy, Drama, Family            ","['Judy Garland', ""Margaret O'Brien"", 'Mary Astor', 'Lucille Bremer']",Vincente Minnelli,Young love and childish fears highlight a year in the life of a turn-of-the-century family.
133,133,Jules and Jim,1962,7.7,"Drama, Romance            ","['Jeanne Moreau', 'Oskar Werner', 'Henri Serre', 'Vanna Urbino']",François Truffaut,Decades of a love triangle concerning two friends and an impulsive woman.
134,134,Journey to Italy,1954,7.3,"Drama, Romance            ","['Ingrid Bergman', 'George Sanders', 'Maria Mauban', 'Anna Proclemer']",Roberto Rossellini,An unhappily married couple attempts to find direction and insight while vacationing in Naples.
135,135,Red Beard,1965,8.3,Drama            ,"['Toshirô Mifune', 'Yûzô Kayama', 'Tsutomu Yamazaki', 'Reiko Dan']",Akira Kurosawa,"In 19th-century Japan, a rough-tempered yet charitable town doctor trains a young intern."
136,136,Dog Day Afternoon,1975,8,"Biography, Crime, Drama            ","['Al Pacino', 'John Cazale', 'Penelope Allen', 'Sully Boyar']",Sidney Lumet,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
137,137,Ran,1985,8.2,"Action, Drama, War            ","['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû']",Akira Kurosawa,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
138,138,Mutiny on the Bounty,1935,7.6,"Adventure, Biography, Drama            ","['Charles Laughton', 'Clark Gable', 'Franchot Tone', 'Herbert Mundin']",Frank Lloyd,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny."
139,139,Alien,1979,8.5,"Horror, Sci-Fi            ","['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright']",Ridley Scott,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.
140,140,L'Atalante,1934,7.7,"Comedy, Drama, Romance            ","['Dita Parlo', 'Jean Dasté', 'Gilles Margaritis', 'Louis Lefebvre']",Jean Vigo,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.
141,141,Rocco and His Brothers,1960,8.2,"Crime, Drama, Sport            ","['Alain Delon', 'Renato Salvatori', 'Annie Girardot', 'Claudia Cardinale']",Luchino Visconti,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone."
142,142,The Deer Hunter,1978,8.1,"Drama, War            ","['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",Michael Cimino,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
143,143,Jaws,1975,8.1,"Adventure, Mystery, Thriller            ","['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary']",Steven Spielberg,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
144,144,Once Upon a Time in the West,1968,8.5,Western            ,"['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale', 'Jason Robards']",Sergio Leone,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
145,145,The Big Sleep,1946,7.9,"Crime, Film-Noir, Mystery            ","['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers']",Howard Hawks,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
